Gene.ID,Chr,start,end,strand,gene_length,type,detailed_type,symbol,annotation
AT4G29680,Chr4,14537638,14539842,-,2205,mRNA,mRNA,,Alkaline-phosphatase-like family protein
AT4G29690,Chr4,14540878,14542565,-,1688,mRNA,mRNA,,Alkaline-phosphatase-like family protein
AT4G08195,Chr4,14543089,14543302,+,214,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29700
AT4G29700,Chr4,14543138,14545310,-,2173,mRNA,mRNA,,Alkaline-phosphatase-like family protein
AT4G08205,Chr4,14545915,14546278,+,364,lncRNA,intergenic,,
AT4G29710,Chr4,14546785,14547594,-,810,mRNA,mRNA,,Alkaline-phosphatase-like family protein
AT4G29720,Chr4,14553211,14555276,-,2066,mRNA,mRNA,PAO5,polyamine oxidase 5
AT4G29730,Chr4,14558927,14562601,-,3675,mRNA,mRNA,NFC5,nucleosome/chromatin assembly factor group C5
AT4G29735,Chr4,14562639,14564512,-,1874,mRNA,mRNA,,transmembrane protein
AT4G29740,Chr4,14566183,14569380,+,3198,mRNA,mRNA,CKX4,cytokinin oxidase 4
AT4G29750,Chr4,14569665,14573177,+,3513,mRNA,mRNA,,CRS1 / YhbY (CRM) domain-containing protein
AT4G08215,Chr4,14573324,14573710,+,387,lncRNA,intragenic,,Overlaps with AT4G29760
AT4G29760,Chr4,14573600,14575366,+,1767,mRNA,mRNA,,target of trans acting-siR480/255 protein
AT4G29770,Chr4,14575718,14577643,+,1926,mRNA,mRNA,,target of trans acting-siR480/255 protein
AT4G03255,Chr4,14578340,14579171,+,832,lncRNA,intergenic,,
AT4G29780,Chr4,14579563,14582057,+,2495,mRNA,mRNA,,nuclease
AT4G29790,Chr4,14582791,14590575,+,7785,mRNA,mRNA,,serine/arginine repetitive matrix protein
AT4G29800,Chr4,14590645,14592825,-,2181,mRNA,mRNA,PLP8,PATATIN-like protein 8
AT4G29810,Chr4,14592963,14595384,-,2422,mRNA,mRNA,MKK2,MAP kinase kinase 2
AT4G29820,Chr4,14595680,14597516,-,1837,mRNA,mRNA,CFIM-25,homolog of CFIM-25
AT4G29830,Chr4,14597559,14599300,+,1742,mRNA,mRNA,VIP3,Transducin/WD40 repeat-like superfamily protein
AT4G08225,Chr4,14597608,14598223,-,616,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29830
AT4G29840,Chr4,14599216,14601164,-,1949,mRNA,mRNA,MTO2,Pyridoxal-5'-phosphate-dependent enzyme family protein
AT4G29850,Chr4,14601621,14603011,-,1391,mRNA,mRNA,,transmembrane protein (DUF872)
AT4G29860,Chr4,14601698,14605810,-,4113,mRNA,mRNA,EMB2757,Transducin/WD40 repeat-like superfamily protein
AT4G08235,Chr4,14605433,14605620,-,188,canonical ncRNA,snoRNA,,
AT4G29870,Chr4,14606000,14606668,+,669,mRNA,mRNA,,Oligosaccharyltransferase complex/magnesium transporter family protein
AT4G29880,Chr4,14606926,14608478,-,1553,mRNA,mRNA,PIRL7,plant intracellular ras group-related LRR 7
AT4G29890,Chr4,14608833,14610998,+,2166,mRNA,mRNA,,choline monooxygenase%2C putative (CMO-like)
AT4G29900,Chr4,14610883,14619685,-,8803,mRNA,mRNA,ACA10,autoinhibited Ca(2+)-ATPase 10
AT4G08245,Chr4,14618389,14619394,+,1006,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29900
AT4G08255,Chr4,14619454,14619667,+,214,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29900
AT4G29905,Chr4,14626921,14627631,-,711,mRNA,mRNA,,hypothetical protein
MSTRG.18922.1,Chr4,14627041,14627645,+,605,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29905
AT4G29910,Chr4,14627885,14630804,-,2920,mRNA,mRNA,ORC5,origin recognition complex protein 5
AT4G29920,Chr4,14632413,14636101,-,3689,mRNA,mRNA,,Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein
AT4G29930,Chr4,14643994,14647637,+,3644,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G29940,Chr4,14648138,14653489,-,5352,mRNA,mRNA,PRHA,pathogenesis related homeodomain protein A
MSTRG.18931.1,Chr4,14655887,14656008,-,122,lncRNA,intergenic,NA,NA
AT4G29950,Chr4,14656954,14660573,+,3620,mRNA,mRNA,,Ypt/Rab-GAP domain of gyp1p superfamily protein
AT4G29960,Chr4,14660567,14662426,-,1860,mRNA,mRNA,,transmembrane protein
AT4G29970,Chr4,14662765,14663917,-,1153,mRNA,mRNA,,F-box and associated interaction domains-containing protein
AT4G29980,Chr4,14664941,14665583,-,643,mRNA,mRNA,,fasciclin-like arabinogalactan protein
AT4G29990,Chr4,14665684,14670030,-,4347,mRNA,mRNA,,Leucine-rich repeat transmembrane protein kinase protein
AT4G30000,Chr4,14670156,14672669,-,2514,mRNA,mRNA,,Dihydropterin pyrophosphokinase / Dihydropteroate synthase
AT4G30010,Chr4,14672669,14674225,+,1557,mRNA,mRNA,,ATP-dependent RNA helicase
AT4G30020,Chr4,14677141,14681961,+,4821,mRNA,mRNA,,PA-domain containing subtilase family protein
AT4G30030,Chr4,14682210,14683484,-,1275,mRNA,mRNA,,Eukaryotic aspartyl protease family protein
AT4G08265,Chr4,14684079,14684390,-,312,lncRNA,intergenic,,
AT4G30040,Chr4,14685602,14686885,+,1284,mRNA,mRNA,,Eukaryotic aspartyl protease family protein
AT4G30050,Chr4,14687029,14687776,-,748,mRNA,mRNA,,transmembrane protein
AT4G03265,Chr4,14688446,14688826,+,381,lncRNA,intergenic,,
AT4G30060,Chr4,14688991,14692553,-,3563,mRNA,mRNA,,Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT4G30064,Chr4,14694239,14694778,+,540,mRNA,mRNA,LCR61,low-molecular-weight cysteine-rich 61
AT4G30067,Chr4,14696074,14696597,+,524,mRNA,mRNA,LCR63,low-molecular-weight cysteine-rich 63
AT4G30070,Chr4,14697489,14698430,+,942,mRNA,mRNA,LCR59,low-molecular-weight cysteine-rich 59
AT4G30072,Chr4,14698731,14699140,+,410,pseudogene,intergenic,,pseudogene
AT4G30074,Chr4,14699737,14700599,-,863,mRNA,mRNA,LCR19,low-molecular-weight cysteine-rich 19
AT4G30080,Chr4,14703065,14706354,-,3290,mRNA,mRNA,ARF16,auxin response factor 16
AT4G30090,Chr4,14708624,14711685,-,3062,mRNA,mRNA,,golgin family A protein
AT4G30100,Chr4,14713400,14720061,+,6662,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT4G30097,Chr4,14713518,14713661,-,144,mRNA,mRNA,,hypothetical protein
AT4G30110,Chr4,14720062,14725311,-,5250,mRNA,mRNA,HMA2,heavy metal atpase 2
AT4G30120,Chr4,14730215,14733628,-,3414,mRNA,mRNA,HMA3,heavy metal atpase 3
AT4G30130,Chr4,14734455,14738335,+,3881,mRNA,mRNA,,DUF630 family protein (DUF630 and DUF632)
MSTRG.18947.1,Chr4,14737402,14738291,-,890,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G30130
AT4G30140,Chr4,14738326,14740742,-,2417,mRNA,mRNA,CDEF1,GDSL-like Lipase/Acylhydrolase superfamily protein
AT4G30150,Chr4,14742292,14750042,+,7751,mRNA,mRNA,,Urb2/Npa2 family protein
AT4G30160,Chr4,14753232,14760236,+,7005,mRNA,mRNA,VLN4,villin 4
AT4G30170,Chr4,14762819,14764636,+,1818,mRNA,mRNA,,Peroxidase family protein
MSTRG.18951.1,Chr4,14763821,14763982,-,162,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G30170
AT4G30180,Chr4,14768784,14769771,+,988,mRNA,mRNA,,hypothetical protein
AT4G30190,Chr4,14770395,14776247,-,5853,mRNA,mRNA,HA2,H[+]-ATPase 2
MSTRG.18955.1,Chr4,14771005,14771319,+,315,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G30190
AT4G30200,Chr4,14786532,14790501,-,3970,mRNA,mRNA,VEL1,vernalization5/VIN3-like protein
AT4G30210,Chr4,14796695,14800961,+,4267,mRNA,mRNA,ATR2,P450 reductase 2
MSTRG.18957.1,Chr4,14802931,14804324,-,1394,lncRNA,intragenic,NA,Overlaps with AT4G30220
AT4G30220,Chr4,14802931,14804461,-,1531,mRNA,mRNA,RUXF,small nuclear ribonucleoprotein F
AT4G30230,Chr4,14806251,14807425,+,1175,mRNA,mRNA,,hypothetical protein
AT4G30240,Chr4,14807889,14810075,-,2187,mRNA,mRNA,,Syntaxin/t-SNARE family protein
AT4G30250,Chr4,14810936,14813107,-,2172,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT4G30260,Chr4,14816575,14819084,-,2510,mRNA,mRNA,,Integral membrane Yip1 family protein
AT4G30270,Chr4,14819192,14820595,-,1404,mRNA,mRNA,XTH24,xyloglucan endotransglucosylase/hydrolase 24
AT4G30280,Chr4,14825757,14827211,-,1455,mRNA,mRNA,XTH18,xyloglucan endotransglucosylase/hydrolase 18
AT4G30290,Chr4,14828712,14830224,-,1513,mRNA,mRNA,XTH19,xyloglucan endotransglucosylase/hydrolase 19
AT4G30300,Chr4,14831005,14831550,-,546,mRNA,mRNA,ABCE3,non-intrinsic ABC protein 15
AT4G30310,Chr4,14831738,14835343,+,3606,mRNA,mRNA,,FGGY family of carbohydrate kinase
AT4G30320,Chr4,14835792,14836531,+,740,mRNA,mRNA,,CAP (Cysteine-rich secretory proteins%2C Antigen 5%2C and Pathogenesis-related 1 protein) superfamily protein
AT4G30330,Chr4,14836548,14838149,-,1602,mRNA,mRNA,,Small nuclear ribonucleoprotein family protein
AT4G30340,Chr4,14838172,14841147,-,2976,mRNA,mRNA,DGK7,diacylglycerol kinase 7
AT4G30350,Chr4,14847583,14851248,+,3666,mRNA,mRNA,,Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein
AT4G30360,Chr4,14854694,14858019,-,3326,mRNA,mRNA,CNGC17,cyclic nucleotide-gated channel 17
AT4G30370,Chr4,14858444,14859503,-,1060,mRNA,mRNA,,RING/U-box superfamily protein
AT4G30380,Chr4,14860480,14861239,+,760,mRNA,mRNA,,Barwin-related endoglucanase
AT4G30390,Chr4,14862009,14863185,-,1177,mRNA,mRNA,,UDP-arabinopyranose mutase
AT4G30400,Chr4,14866763,14868704,+,1942,mRNA,mRNA,,RING/U-box superfamily protein
AT4G30410,Chr4,14870984,14872267,-,1284,mRNA,mRNA,,sequence-specific DNA binding transcription factor
AT4G30420,Chr4,14876905,14878914,+,2010,mRNA,mRNA,UMAMIT34,nodulin MtN21 /EamA-like transporter family protein
AT4G30430,Chr4,14878783,14880331,-,1549,mRNA,mRNA,TET9,tetraspanin9
AT4G08285,Chr4,14879849,14880317,+,469,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G30430
AT4G30440,Chr4,14881689,14883583,-,1895,mRNA,mRNA,GAE1,UDP-D-glucuronate 4-epimerase 1
AT4G30450,Chr4,14886027,14886784,-,758,mRNA,mRNA,,glycine-rich protein
AT4G30460,Chr4,14888931,14889855,-,925,mRNA,mRNA,,glycine-rich protein
AT4G30470,Chr4,14894073,14896844,+,2772,mRNA,mRNA,,NAD(P)-binding Rossmann-fold superfamily protein
AT4G30480,Chr4,14897346,14899121,+,1776,mRNA,mRNA,TPR1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G30490,Chr4,14899034,14902144,-,3111,mRNA,mRNA,,AFG1-like ATPase family protein
AT4G30500,Chr4,14903351,14905008,+,1658,mRNA,mRNA,,transmembrane protein (DUF788)
AT4G30510,Chr4,14905097,14907645,-,2549,mRNA,mRNA,ATG18B,yeast autophagy 18 B-like protein
AT4G30520,Chr4,14907942,14911446,-,3505,mRNA,mRNA,SARK,Leucine-rich repeat protein kinase family protein
AT4G03275,Chr4,14916966,14917707,-,742,lncRNA,intergenic,,
AT4G30530,Chr4,14920376,14922519,+,2144,mRNA,mRNA,GGP1,Class I glutamine amidotransferase-like superfamily protein
AT4G30540,Chr4,14923327,14925195,+,1869,mRNA,mRNA,,Class I glutamine amidotransferase-like superfamily protein
AT4G30550,Chr4,14925407,14926861,+,1455,mRNA,mRNA,GGP3,Class I glutamine amidotransferase-like superfamily protein
AT4G30560,Chr4,14926834,14930355,-,3522,mRNA,mRNA,CNGC9,cyclic nucleotide gated channel 9
AT4G30570,Chr4,14930599,14932021,-,1423,mRNA,mRNA,,Glucose-1-phosphate adenylyltransferase family protein
AT4G30580,Chr4,14932105,14934528,-,2424,mRNA,mRNA,ATS2,Phospholipid/glycerol acyltransferase family protein
AT4G30590,Chr4,14935584,14936562,-,979,mRNA,mRNA,ENODL12,early nodulin-like protein 12
AT4G30600,Chr4,14937840,14941208,-,3369,mRNA,mRNA,,signal recognition particle receptor alpha subunit family protein
AT4G30610,Chr4,14944129,14948605,+,4477,mRNA,mRNA,BRS1,alpha/beta-Hydrolases superfamily protein
AT4G08295,Chr4,14947779,14948073,-,295,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G30610
AT4G30620,Chr4,14948586,14950072,-,1487,mRNA,mRNA,,Putative BCR%2C YbaB family COG0718
AT4G30630,Chr4,14950320,14952446,+,2127,mRNA,mRNA,,hypothetical protein
AT4G30640,Chr4,14952591,14953849,+,1259,mRNA,mRNA,,RNI-like superfamily protein
AT4G30650,Chr4,14954204,14955114,+,911,mRNA,mRNA,,Low temperature and salt responsive protein family
AT4G30660,Chr4,14955373,14956171,+,799,mRNA,mRNA,,Low temperature and salt responsive protein family
AT4G08305,Chr4,14955534,14955832,-,299,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G30660
AT4G30662,Chr4,14955909,14956790,-,882,mRNA,mRNA,,hypothetical protein
AT4G08315,Chr4,14956315,14956768,+,454,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G30662
AT4G30670,Chr4,14957294,14958080,-,787,mRNA,mRNA,,Putative membrane lipoprotein
MSTRG.19010.1,Chr4,14958129,14960359,-,2231,lncRNA,intragenic,NA,Overlaps with AT4G30680
MSTRG.19011.1,Chr4,14958618,14958783,+,166,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G30680
AT4G30680,Chr4,14958687,14960321,-,1635,mRNA,mRNA,,Initiation factor eIF-4 gamma%2C MA3
AT4G08325,Chr4,14959547,14959678,-,132,canonical ncRNA,snoRNA,,
AT4G30690,Chr4,14960594,14962466,+,1873,mRNA,mRNA,,Translation initiation factor 3 protein
AT4G30700,Chr4,14962493,14965023,-,2531,mRNA,mRNA,MEF29,Pentatricopeptide repeat (PPR) superfamily protein
AT4G30710,Chr4,14965143,14969763,-,4621,mRNA,mRNA,QWRF8,QWRF motif protein (DUF566)
AT4G30720,Chr4,14971833,14975528,-,3696,mRNA,mRNA,PDE327,FAD/NAD(P)-binding oxidoreductase family protein
AT4G30730,Chr4,14976418,14976940,-,523,mRNA,mRNA,,hypothetical protein
AT4G30740,Chr4,14979246,14979864,-,619,mRNA,mRNA,,QWRF motif protein
AT4G30750,Chr4,14980853,14982404,-,1552,mRNA,mRNA,,hypothetical protein
AT4G30760,Chr4,14982359,14983494,+,1136,mRNA,mRNA,,Putative endonuclease or glycosyl hydrolase
AT4G30770,Chr4,14985559,14986876,-,1318,mRNA,mRNA,,Putative membrane lipoprotein
AT4G30780,Chr4,14990286,14993085,+,2800,mRNA,mRNA,,ATP-dependent DNA helicase
AT4G30790,Chr4,14992396,14998649,-,6254,mRNA,mRNA,,autophagy-like protein
AT4G08355,Chr4,14999095,14999340,+,246,lncRNA,intergenic,,
AT4G30800,Chr4,15000960,15002671,+,1712,mRNA,mRNA,,Nucleic acid-binding%2C OB-fold-like protein
AT4G30810,Chr4,15003146,15006216,+,3071,mRNA,mRNA,scpl29,serine carboxypeptidase-like 29
AT4G30820,Chr4,15006485,15008650,+,2166,mRNA,mRNA,,cyclin-dependent kinase-activating kinase assembly factor-related / CDK-activating kinase assembly factor-like protein
AT4G30825,Chr4,15009471,15012588,+,3118,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G30830,Chr4,15015236,15017365,-,2130,mRNA,mRNA,,myosin-like protein (Protein of unknown function%2C DUF593)
AT4G30840,Chr4,15017472,15019771,-,2300,mRNA,mRNA,,Transducin/WD40 repeat-like superfamily protein
AT4G30845,Chr4,15019833,15020509,+,677,mRNA,mRNA,,DNA-directed RNA polymerase subunit beta
AT4G30850,Chr4,15020182,15022505,-,2324,mRNA,mRNA,HHP2,heptahelical transmembrane protein2
AT4G30860,Chr4,15024444,15027672,+,3229,mRNA,mRNA,SDG4,SET domain group 4
AT4G30870,Chr4,15028380,15032645,+,4266,mRNA,mRNA,MUS81,Restriction endonuclease%2C type II-like superfamily protein
AT4G30872,Chr4,15032978,15033256,-,279,lncRNA,intergenic,,other_RNA
AT4G08365,Chr4,15033619,15033900,+,282,lncRNA,intergenic,,
AT4G30880,Chr4,15035207,15035843,+,637,mRNA,mRNA,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT4G30890,Chr4,15036020,15039417,-,3398,mRNA,mRNA,UBP24,ubiquitin-specific protease 24
AT4G30900,Chr4,15039336,15042401,+,3066,mRNA,mRNA,,DNAse I-like superfamily protein
AT4G30910,Chr4,15042357,15045344,-,2988,mRNA,mRNA,,Cytosol aminopeptidase family protein
AT4G30920,Chr4,15046457,15049438,-,2982,mRNA,mRNA,LAP2,Cytosol aminopeptidase family protein
AT4G30930,Chr4,15049811,15051751,-,1941,mRNA,mRNA,NFD1,Ribosomal protein L21
AT4G30935,Chr4,15051764,15054107,-,2344,mRNA,mRNA,WRKY32,WRKY DNA-binding protein 32
AT4G30940,Chr4,15054873,15056945,+,2073,mRNA,mRNA,,BTB/POZ domain with WD40/YVTN repeat-like protein
AT4G30950,Chr4,15056975,15059846,-,2872,mRNA,mRNA,FAD6,fatty acid desaturase 6
AT4G08385,Chr4,15064061,15064584,-,524,lncRNA,intergenic,,
AT4G30960,Chr4,15067028,15069183,+,2156,mRNA,mRNA,SIP3,SOS3-interacting protein 3
AT4G30970,Chr4,15069266,15074588,-,5323,mRNA,mRNA,,hypothetical protein
AT4G30975,Chr4,15074425,15078076,+,3652,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G30970
AT4G08415,Chr4,15078288,15078663,-,376,lncRNA,intergenic,,
AT4G30980,Chr4,15078731,15081775,-,3045,mRNA,mRNA,LRL2,LJRHL1-like 2
AT4G30990,Chr4,15084098,15097986,+,13889,mRNA,mRNA,,ARM repeat superfamily protein
AT4G30993,Chr4,15098041,15100783,+,2743,mRNA,mRNA,,Calcineurin-like metallo-phosphoesterase superfamily protein
AT4G08425,Chr4,15100386,15100550,+,165,canonical ncRNA,snoRNA,,
AT4G30996,Chr4,15101065,15102788,+,1724,mRNA,mRNA,NKS1,ubiquitin-associated protein (DUF1068)
AT4G31000,Chr4,15103120,15105979,+,2860,mRNA,mRNA,,Calmodulin-binding protein
AT4G31010,Chr4,15106558,15108636,+,2079,mRNA,mRNA,,RNA-binding CRS1 / YhbY (CRM) domain-containing protein
AT4G31020,Chr4,15108101,15110289,-,2189,mRNA,mRNA,,alpha/beta-Hydrolases superfamily protein
AT4G31030,Chr4,15111217,15111599,-,383,mRNA,mRNA,,Putative membrane lipoprotein
AT4G31040,Chr4,15111477,15114126,-,2650,mRNA,mRNA,,CemA-like proton extrusion protein-like protein
AT4G31050,Chr4,15114250,15115633,+,1384,mRNA,mRNA,,Biotin/lipoate A/B protein ligase family
AT4G31060,Chr4,15116148,15117756,+,1609,mRNA,mRNA,,Integrase-type DNA-binding superfamily protein
AT4G31070,Chr4,15117756,15120608,-,2853,mRNA,mRNA,,PPR superfamily protein
AT4G31073,Chr4,15117779,15118562,-,784,mRNA,mRNA,,hypothetical protein
AT4G31075,Chr4,15120650,15120722,+,73,canonical ncRNA,tRNA,,
AT4G31080,Chr4,15120824,15123527,+,2704,mRNA,mRNA,,integral membrane metal-binding family protein (DUF2296)
AT4G31100,Chr4,15123763,15126884,+,3122,mRNA,mRNA,,wall-associated kinase
AT4G31110,Chr4,15127045,15130021,+,2977,mRNA,mRNA,,Wall-associated kinase family protein
AT4G31115,Chr4,15130075,15132035,+,1961,mRNA,mRNA,,DUF1997 family protein%2C putative (DUF1997)
AT4G31120,Chr4,15132011,15136696,-,4686,mRNA,mRNA,SKB1,SHK1 binding protein 1
AT4G31130,Chr4,15136909,15138871,-,1963,mRNA,mRNA,,keratin-associated protein (DUF1218)
AT4G31140,Chr4,15141068,15143391,+,2324,mRNA,mRNA,,O-Glycosyl hydrolases family 17 protein
AT4G31150,Chr4,15143217,15145640,-,2424,mRNA,mRNA,,endonuclease V family protein
AT4G31160,Chr4,15145628,15153112,+,7485,mRNA,mRNA,DCAF1,DDB1-CUL4 associated factor 1
AT4G31170,Chr4,15153154,15155742,-,2589,mRNA,mRNA,,Protein kinase superfamily protein
AT4G31180,Chr4,15155751,15159594,+,3844,mRNA,mRNA,,Class II aminoacyl-tRNA and biotin synthetases superfamily protein
AT4G31190,Chr4,15159798,15160175,-,378,pseudogene,intergenic,,pseudogene
AT4G31196,Chr4,15161173,15161415,+,243,mRNA,mRNA,,oxidoreductase
AT4G31200,Chr4,15161600,15164936,-,3337,mRNA,mRNA,,SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein
AT4G31210,Chr4,15165125,15172807,+,7683,mRNA,mRNA,,DNA topoisomerase%2C type IA%2C core
AT4G31230,Chr4,15172232,15176292,-,4061,mRNA,mRNA,,kinase with adenine nucleotide alpha hydrolases-like domain-containing protein
AT4G31240,Chr4,15176455,15178849,-,2395,mRNA,mRNA,,protein kinase C-like zinc finger protein
AT4G31250,Chr4,15178925,15181937,-,3013,mRNA,mRNA,,Leucine-rich repeat protein kinase family protein
AT4G31248,Chr4,15179132,15180803,+,1672,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G31250
AT4G31260,Chr4,15182593,15183006,-,414,mRNA,mRNA,,hypothetical protein
AT4G31265,Chr4,15183084,15183156,+,73,canonical ncRNA,tRNA,,
AT4G31270,Chr4,15183188,15184961,-,1774,mRNA,mRNA,,sequence-specific DNA binding transcription factor
AT4G31290,Chr4,15185775,15188484,+,2710,mRNA,mRNA,,ChaC-like family protein
AT4G31280,Chr4,15185801,15186005,-,205,mRNA,mRNA,,hypothetical protein
MSTRG.19080.1,Chr4,15186019,15186118,-,100,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G31290
AT4G31300,Chr4,15188744,15191217,+,2474,mRNA,mRNA,PBA1,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
AT4G31310,Chr4,15191220,15192596,+,1377,mRNA,mRNA,,AIG2-like (avirulence induced gene) family protein
AT4G31320,Chr4,15193709,15194665,-,957,mRNA,mRNA,,SAUR-like auxin-responsive protein family
AT4G08435,Chr4,15195586,15195958,-,373,lncRNA,intergenic,,
AT4G31330,Chr4,15202288,15203562,+,1275,mRNA,mRNA,,transmembrane protein%2C putative (Protein of unknown function%2C DUF599)
AT4G31340,Chr4,15205437,15209604,+,4168,mRNA,mRNA,,myosin heavy chain-like protein
AT4G08445,Chr4,15209771,15209983,-,213,lncRNA,intergenic,,
AT4G08465,Chr4,15210570,15210850,-,281,lncRNA,intergenic,,
AT4G08475,Chr4,15211138,15211415,+,278,lncRNA,intergenic,,
AT4G08495,Chr4,15211392,15212026,-,635,lncRNA,intergenic,,
AT4G31350,Chr4,15212429,15216029,+,3601,mRNA,mRNA,,Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein
AT4G03315,Chr4,15216367,15217455,+,1089,lncRNA,intragenic,,Overlaps with AT4G31351
AT4G31351,Chr4,15217257,15217884,+,628,mRNA,mRNA,,hypothetical protein
AT4G31354,Chr4,15218069,15220811,+,2743,mRNA,mRNA,,hypothetical protein
AT4G31355,Chr4,15219431,15220309,-,879,mRNA,mRNA,,hypothetical protein
AT4G31360,Chr4,15221843,15223627,+,1785,mRNA,mRNA,,selenium binding protein
AT4G31370,Chr4,15223655,15224685,-,1031,mRNA,mRNA,FLA5,FASCICLIN-like arabinogalactan protein 5 precursor
AT4G31380,Chr4,15230008,15230382,+,375,mRNA,mRNA,FLP1,flowering-promoting factor-like protein
AT4G31390,Chr4,15233042,15237193,+,4152,mRNA,mRNA,ACDO1,Protein kinase superfamily protein
AT4G31400,Chr4,15237191,15239323,+,2133,mRNA,mRNA,CTF7,protein CTF7
AT4G31398,Chr4,15238554,15239474,-,921,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G31400
AT4G08505,Chr4,15239724,15240243,+,520,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G31405
